"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.id","Input.before_0","Input.before_1","Input.before_2","Input.before_3","Input.before_4","Input.before_5","Input.before_6","Input.before_7","Input.after_0","Input.after_1","Input.after_2","Input.after_3","Input.after_4","Input.after_5","Input.after_6","Input.after_7","Input.test_before","Input.test_after","Input.hint","Answer.hint_text","Answer.test_answer","Answer.test_guess","Approve","Reject"
"3FTID4TN8LYYTEBOZ0DHC2CTEVMLY9","3GC398RH52ZDQLAOH5AE4QZTJ55PK2","Guess a rule for transforming words","Given a list of words and their transformations, guess the underlying rule.","text, puzzle","$0.10","Thu Jun 22 10:28:57 PDT 2017","1","BatchId:2845506;OriginalHitTemplateId:920937305;","3600","259200","Thu Jun 29 10:28:57 PDT 2017","","","3X1FV8S5JXR3QC0C90YJGUZCC9WGVV","A27MJOV91GA8R3","Approved","Thu Jun 22 10:35:35 PDT 2017","Thu Jun 22 10:36:01 PDT 2017","Sun Jun 25 10:36:01 PDT 2017","Thu Jun 22 16:01:16 PDT 2017","","","26","100% (144/144)","100% (66/66)","100% (66/66)","1200","hallowe<span class='from'>d</span>","shuttere<span class='from'>d</span>","sidestepping","practise<span class='from'>d</span>","gnawe<span class='from'>d</span>","immaculate","partitions","incontestably","hallowe<span class='to'>dn</span>","shuttere<span class='to'>dn</span>","sidestepping","practise<span class='to'>dn</span>","gnawe<span class='to'>dn</span>","immaculate","partitions","incontestably","monopolized","monopolizedn","look at the <b>end</b> of the word","If it ends with a ""d"" add an ""n"" to the end of the word.","monopolizedn","monopolizedn"
"3T2EL38U0MKKK61RM9ZBAA4EMVFQXX","3GC398RH52ZDQLAOH5AE4QZTJ55PK2","Guess a rule for transforming words","Given a list of words and their transformations, guess the underlying rule.","text, puzzle","$0.10","Thu Jun 22 10:28:56 PDT 2017","1","BatchId:2845506;OriginalHitTemplateId:920937305;","3600","259200","Thu Jun 29 10:28:56 PDT 2017","","","3EFVCAY5L39F62U09D8CLT7KT3C8JM","A3H8M155NBFE1L","Approved","Thu Jun 22 11:08:35 PDT 2017","Thu Jun 22 11:25:09 PDT 2017","Sun Jun 25 11:25:09 PDT 2017","Thu Jun 22 16:01:55 PDT 2017","","","994","100% (44/44)","100% (44/44)","100% (44/44)","1800","pygm<span class='from'>i</span>es","toboggans","re<span class='from'>i</span>ncarnates","paltr<span class='from'>i</span>ness","horr<span class='from'>i</span>d","sens<span class='from'>i</span>b<span class='from'>i</span>l<span class='from'>i</span>ty","abnegate","exponents","pygm<span class='to'>ei</span>es","toboggans","re<span class='to'>ei</span>ncarnates","paltr<span class='to'>ei</span>ness","horr<span class='to'>ei</span>d","sens<span class='to'>ei</span>b<span class='to'>ei</span>l<span class='to'>ei</span>ty","abnegate","exponents","forklift","forkleift","(no hint for this problem)","An 'e' is placed before every 'i'.","forkleift","forkleift"
"31GN6YMHLPSH8MBE48SU3R58VHUWSZ","3GC398RH52ZDQLAOH5AE4QZTJ55PK2","Guess a rule for transforming words","Given a list of words and their transformations, guess the underlying rule.","text, puzzle","$0.10","Thu Jun 22 10:29:11 PDT 2017","1","BatchId:2845506;OriginalHitTemplateId:920937305;","3600","259200","Thu Jun 29 10:29:11 PDT 2017","","","3FTF2T8WLRI1QRD9L4X5AFW3F53W9U","A27FN28Y3N5XL3","Approved","Thu Jun 22 10:44:41 PDT 2017","Thu Jun 22 10:49:37 PDT 2017","Sun Jun 25 10:49:37 PDT 2017","Thu Jun 22 15:06:10 PDT 2017","","","296","100% (5/5)","100% (5/5)","100% (5/5)","1600","truths","car<span class='from'>e</span>ts","scourg<span class='from'>e</span>d","vagu<span class='from'>e</span>r","gymnosp<span class='from'>e</span>rms","uns<span class='from'>e</span><span class='from'>e</span>mly","dic<span class='from'>e</span>d","linag<span class='from'>e</span>","truths","car<span class='to'>q</span>ts","scourg<span class='to'>q</span>d","vagu<span class='to'>q</span>r","gymnosp<span class='to'>q</span>rms","uns<span class='to'>q</span><span class='to'>q</span>mly","dic<span class='to'>q</span>d","linag<span class='to'>q</span>","incumbencies","incumbqnciqs","(no hint for this problem)","change e to q","incumbqnciqs","incumbqnciqs"
"3MXX6RQ9EV58MSC22LIHDUH6O4P4P6","3GC398RH52ZDQLAOH5AE4QZTJ55PK2","Guess a rule for transforming words","Given a list of words and their transformations, guess the underlying rule.","text, puzzle","$0.10","Thu Jun 22 10:29:13 PDT 2017","1","BatchId:2845506;OriginalHitTemplateId:920937305;","3600","259200","Thu Jun 29 10:29:13 PDT 2017","","","3DL65MZB8DF97PYLCODQQZQBEM1CEB","A1GKEEI844CEKI","Approved","Thu Jun 22 10:38:05 PDT 2017","Thu Jun 22 10:38:30 PDT 2017","Sun Jun 25 10:38:30 PDT 2017","Thu Jun 22 16:01:36 PDT 2017","","","25","100% (33/33)","100% (18/18)","100% (18/18)","1400","especia<span class='from'>l</span>","illiterac<span class='from'>y</span>","linte<span class='from'>l</span>","wep<span class='from'>t</span>","gymnasiu<span class='from'>m</span>","civie<span class='from'>s</span>","militia<span class='from'>s</span>","featurin<span class='from'>g</span>","especia<span class='to'>ns</span>","illiterac<span class='to'>ns</span>","linte<span class='to'>ns</span>","wep<span class='to'>ns</span>","gymnasiu<span class='to'>ns</span>","civie<span class='to'>ns</span>","militia<span class='to'>ns</span>","featurin<span class='to'>ns</span>","reminder","remindens","look at the <b>end</b> of the word</li><li>look at <b>consonants</b>","Drop the r and add NS","remindens","remindens"
"3L55D8AUFAX5QAHIMNKI9JM6KM9CYL","3GC398RH52ZDQLAOH5AE4QZTJ55PK2","Guess a rule for transforming words","Given a list of words and their transformations, guess the underlying rule.","text, puzzle","$0.10","Thu Jun 22 10:29:25 PDT 2017","1","BatchId:2845506;OriginalHitTemplateId:920937305;","3600","259200","Thu Jun 29 10:29:25 PDT 2017","","","3X66WABAJWIJE3YTPQSDXZ7TLP3G3Y","ADLMB6OF3ADTP","Approved","Thu Jun 22 10:42:40 PDT 2017","Thu Jun 22 10:43:30 PDT 2017","Sun Jun 25 10:43:30 PDT 2017","Thu Jun 22 16:01:15 PDT 2017","","","50","100% (5/5)","100% (3/3)","100% (3/3)","1000","besid<span class='from'>e</span>","countenance<span class='from'>d</span>","wrongfu<span class='from'>l</span>","whi<span class='from'>r</span>","acquisitiv<span class='from'>e</span>","preshrunke<span class='from'>n</span>","stickup<span class='from'>s</span>","hoo<span class='from'>k</span>","besid<span class='to'>ic</span>","countenance<span class='to'>ic</span>","wrongfu<span class='to'>ic</span>","whi<span class='to'>ic</span>","acquisitiv<span class='to'>ic</span>","preshrunke<span class='to'>ic</span>","stickup<span class='to'>ic</span>","hoo<span class='to'>ic</span>","natures","natureic","look at the <b>end</b> of the word","end of the letter in a word is replaced as ""ic""","natureic","natureic"
"3IH9TRB0FBZZD7SF289V6Z9RQ6K1IE","3GC398RH52ZDQLAOH5AE4QZTJ55PK2","Guess a rule for transforming words","Given a list of words and their transformations, guess the underlying rule.","text, puzzle","$0.10","Thu Jun 22 10:29:11 PDT 2017","1","BatchId:2845506;OriginalHitTemplateId:920937305;","3600","259200","Thu Jun 29 10:29:11 PDT 2017","","","3ZOTGHDK5IBBQX063O6MAGO74RSOSK","A1X0H6VAK3AQE9","Approved","Thu Jun 22 10:34:00 PDT 2017","Thu Jun 22 10:35:15 PDT 2017","Sun Jun 25 10:35:15 PDT 2017","Thu Jun 22 16:01:36 PDT 2017","","","75","100% (63/63)","100% (60/60)","100% (60/60)","1601","buffoo<span class='from'>ns</span>","tedious","shorte<span class='from'>st</span>","quizzi<span class='from'>ng</span>","charmer","dismembered","irreplaceable","automato<span class='from'>ns</span>","buffoo<span class='to'>ua</span>","tedious","shorte<span class='to'>ua</span>","quizzi<span class='to'>ua</span>","charmer","dismembered","irreplaceable","automato<span class='to'>ua</span>","hogging","hoggiua","look at the <b>end</b> of the word</li><li>look at <b>consonants</b>","Double consonants at the end of the word are replaced with ua","hoggiua","hoggiua"
"34KYK9TV2R8PKJD39HWYGDSNLGCBSY","3GC398RH52ZDQLAOH5AE4QZTJ55PK2","Guess a rule for transforming words","Given a list of words and their transformations, guess the underlying rule.","text, puzzle","$0.10","Thu Jun 22 10:28:56 PDT 2017","1","BatchId:2845506;OriginalHitTemplateId:920937305;","3600","259200","Thu Jun 29 10:28:56 PDT 2017","","","3K9FOBBF2HJ64Z54I098J5A7MNFLNO","A149ROBL26JWPJ","Approved","Thu Jun 22 10:31:27 PDT 2017","Thu Jun 22 10:48:35 PDT 2017","Sun Jun 25 10:48:35 PDT 2017","Thu Jun 22 16:01:55 PDT 2017","","","1028","100% (29/29)","100% (29/29)","100% (29/29)","1801","parch","dem<span class='from'>ur</span>red","c<span class='from'>ur</span>lews","aqueo<span class='from'>us</span>","hamb<span class='from'>ur</span>ger","yo<span class='from'>ut</span>hf<span class='from'>ul</span>ly","<span class='from'>un</span>quoted","sco<span class='from'>ur</span>ing","parch","dem<span class='to'>y</span>red","c<span class='to'>y</span>lews","aqueo<span class='to'>y</span>","hamb<span class='to'>y</span>ger","yo<span class='to'>y</span>hf<span class='to'>y</span>ly","<span class='to'>y</span>quoted","sco<span class='to'>y</span>ing","locust","locyt","look at <b>consonants</b>","if u precedes a consonant, replace these two letters with the letter ""y""","locyt","locyt"
"3PZDSVZ3J5H8J70PM65P95CBOPNN4S","3GC398RH52ZDQLAOH5AE4QZTJ55PK2","Guess a rule for transforming words","Given a list of words and their transformations, guess the underlying rule.","text, puzzle","$0.10","Thu Jun 22 10:29:13 PDT 2017","1","BatchId:2845506;OriginalHitTemplateId:920937305;","3600","259200","Thu Jun 29 10:29:13 PDT 2017","","","3DQQ64TANGLMIETG2TT2W5WIK9MPWJ","A26XN1TM6CV01T","Approved","Thu Jun 22 11:20:34 PDT 2017","Thu Jun 22 11:25:31 PDT 2017","Sun Jun 25 11:25:31 PDT 2017","Thu Jun 22 16:01:36 PDT 2017","","","297","100% (11/11)","100% (10/10)","100% (9/9)","1401","<span class='from'>co</span><span class='from'>nt</span><span class='from'>ri</span><span class='from'>va</span><span class='from'>nc</span><span class='from'>es</span>","<span class='from'>bo</span><span class='from'>rr</span><span class='from'>ow</span><span class='from'>in</span>g","<span class='from'>ex</span><span class='from'>pe</span><span class='from'>ns</span><span class='from'>es</span>","<span class='from'>co</span><span class='from'>rr</span><span class='from'>ob</span><span class='from'>or</span><span class='from'>at</span>e","<span class='from'>os</span><span class='from'>ci</span><span class='from'>ll</span><span class='from'>at</span><span class='from'>in</span>g","<span class='from'>fl</span><span class='from'>at</span><span class='from'>te</span><span class='from'>ns</span>","<span class='from'>wh</span><span class='from'>en</span>","<span class='from'>ex</span><span class='from'>po</span><span class='from'>si</span><span class='from'>ng</span>","<span class='to'>nco</span><span class='to'>nnt</span><span class='to'>nri</span><span class='to'>nva</span><span class='to'>nnc</span><span class='to'>nes</span>","<span class='to'>nbo</span><span class='to'>nrr</span><span class='to'>now</span><span class='to'>nin</span>g","<span class='to'>nex</span><span class='to'>npe</span><span class='to'>nns</span><span class='to'>nes</span>","<span class='to'>nco</span><span class='to'>nrr</span><span class='to'>nob</span><span class='to'>nor</span><span class='to'>nat</span>e","<span class='to'>nos</span><span class='to'>nci</span><span class='to'>nll</span><span class='to'>nat</span><span class='to'>nin</span>g","<span class='to'>nfl</span><span class='to'>nat</span><span class='to'>nte</span><span class='to'>nns</span>","<span class='to'>nwh</span><span class='to'>nen</span>","<span class='to'>nex</span><span class='to'>npo</span><span class='to'>nsi</span><span class='to'>nng</span>","disconnectedly","ndinscnonnnenctnednly","(no hint for this problem)","Start with an n, type two letters of the word, then another n.","ndinscnonnnenctnednly","ndinscnonnnenctnednly"
"32ZCLEW0BZKYPAVN5S5LJW6P61EPJH","3GC398RH52ZDQLAOH5AE4QZTJ55PK2","Guess a rule for transforming words","Given a list of words and their transformations, guess the underlying rule.","text, puzzle","$0.10","Thu Jun 22 10:29:11 PDT 2017","1","BatchId:2845506;OriginalHitTemplateId:920937305;","3600","259200","Thu Jun 29 10:29:11 PDT 2017","","","3DYGAII7PL8HYHXUQKUW4GEWW85PQF","A1X0H6VAK3AQE9","Approved","Thu Jun 22 10:56:12 PDT 2017","Thu Jun 22 11:04:33 PDT 2017","Sun Jun 25 11:04:33 PDT 2017","Thu Jun 22 15:06:14 PDT 2017","","","501","100% (63/63)","100% (60/60)","100% (60/60)","1602","stew","b<span class='from'>lo</span>wsy","anc<span class='from'>ho</span>rs","<span class='from'>mo</span>rass","catechises","p<span class='from'>ro</span>vably","itineraries","b<span class='from'>lo</span>odthirstiness","stew","b<span class='to'>w</span>wsy","anc<span class='to'>w</span>rs","<span class='to'>w</span>rass","catechises","p<span class='to'>w</span>vably","itineraries","b<span class='to'>w</span>odthirstiness","boudoirs","wuwirs","(no hint for this problem)","If the letter O is preceded by a consonant the pairing is replaced the letter W.","wuwirs","wuwirs"
"3XEIP58NL0NYY4LTVMF0Q9LVKPQLZ0","3GC398RH52ZDQLAOH5AE4QZTJ55PK2","Guess a rule for transforming words","Given a list of words and their transformations, guess the underlying rule.","text, puzzle","$0.10","Thu Jun 22 10:28:57 PDT 2017","1","BatchId:2845506;OriginalHitTemplateId:920937305;","3600","259200","Thu Jun 29 10:28:57 PDT 2017","","","31Q0U3WYDPF4B79D9JA03TF3O2671U","A3H8M155NBFE1L","Approved","Thu Jun 22 10:35:11 PDT 2017","Thu Jun 22 10:59:42 PDT 2017","Sun Jun 25 10:59:42 PDT 2017","Thu Jun 22 16:01:16 PDT 2017","","","1471","100% (44/44)","100% (44/44)","100% (44/44)","1201","m<span class='from'>u</span>t<span class='from'>i</span>n<span class='from'>e</span><span class='from'>e</span>r","m<span class='from'>a</span>k<span class='from'>e</span><span class='from'>u</span>ps","<span class='from'>i</span>nt<span class='from'>e</span>rbr<span class='from'>e</span><span class='from'>e</span>d","<span class='from'>u</span>ntr<span class='from'>i</span><span class='from'>e</span>d","s<span class='from'>u</span>bj<span class='from'>o</span><span class='from'>i</span>n","s<span class='from'>a</span>l<span class='from'>e</span>sm<span class='from'>a</span>n","v<span class='from'>i</span>ll<span class='from'>a</span><span class='from'>i</span>ns","<span class='from'>i</span>mm<span class='from'>o</span>b<span class='from'>i</span>l<span class='from'>i</span>z<span class='from'>a</span>t<span class='from'>i</span><span class='from'>o</span>n","m<span class='to'>uq</span>t<span class='to'>iq</span>n<span class='to'>eq</span><span class='to'>eq</span>r","m<span class='to'>aq</span>k<span class='to'>eq</span><span class='to'>uq</span>ps","<span class='to'>iq</span>nt<span class='to'>eq</span>rbr<span class='to'>eq</span><span class='to'>eq</span>d","<span class='to'>uq</span>ntr<span class='to'>iq</span><span class='to'>eq</span>d","s<span class='to'>uq</span>bj<span class='to'>oq</span><span class='to'>iq</span>n","s<span class='to'>aq</span>l<span class='to'>eq</span>sm<span class='to'>aq</span>n","v<span class='to'>iq</span>ll<span class='to'>aq</span><span class='to'>iq</span>ns","<span class='to'>iq</span>mm<span class='to'>oq</span>b<span class='to'>iq</span>l<span class='to'>iq</span>z<span class='to'>aq</span>t<span class='to'>iq</span><span class='to'>oq</span>n","begged","beqggeqd","look at <b>vowels</b>","After every vowel, the letter 'q' was added.","beqggeqd","beqggeqd"
