"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.id","Input.before_0","Input.before_1","Input.before_2","Input.before_3","Input.before_4","Input.before_5","Input.before_6","Input.before_7","Input.after_0","Input.after_1","Input.after_2","Input.after_3","Input.after_4","Input.after_5","Input.after_6","Input.after_7","Input.test_before","Input.test_after","Input.hint","Answer.hint_text","Answer.test_answer","Answer.test_guess","Approve","Reject"
"3WYZV0QBFJDXG0Z23R2LFL9F0UXXB9","3GC398RH52ZDQLAOH5AE4QZTJ55PK2","Guess a rule for transforming words","Given a list of words and their transformations, guess the underlying rule.","text, puzzle","$0.10","Tue Jun 20 20:23:34 PDT 2017","1","BatchId:2843440;OriginalHitTemplateId:920937305;","3600","259200","Tue Jun 27 20:23:34 PDT 2017","","","3ERET4BTVM9AVRJSWQE2M428SWF9KS","A3O7X46E3REM7I","Approved","Tue Jun 20 22:34:58 PDT 2017","Tue Jun 20 22:51:20 PDT 2017","Fri Jun 23 22:51:20 PDT 2017","Wed Jun 21 11:47:59 PDT 2017","","","982","100% (112/112)","100% (91/91)","100% (91/91)","400","suct<span class='from'>io</span>ns","gazill<span class='from'>io</span>ns","<span class='from'>lo</span>ng<span class='from'>bo</span>ats","s<span class='from'>to</span>waway","hexa<span class='from'>go</span>nal","<span class='from'>ko</span>pecks","inc<span class='from'>lo</span>sed","re<span class='from'>po</span>rters","suct<span class='to'>x</span>ns","gazill<span class='to'>x</span>ns","<span class='to'>x</span>ng<span class='to'>x</span>ats","s<span class='to'>x</span>waway","hexa<span class='to'>x</span>nal","<span class='to'>x</span>pecks","inc<span class='to'>x</span>sed","re<span class='to'>x</span>rters","toddies","xddies","(no hint for this problem)","If a consonant comes before an O, replace them with x","xddies","xddies"
"3M0556243SKIHNXE6N180992DEGNFY","3GC398RH52ZDQLAOH5AE4QZTJ55PK2","Guess a rule for transforming words","Given a list of words and their transformations, guess the underlying rule.","text, puzzle","$0.10","Tue Jun 20 20:23:47 PDT 2017","1","BatchId:2843440;OriginalHitTemplateId:920937305;","3600","259200","Tue Jun 27 20:23:47 PDT 2017","","","3DY46V3X3PIOCLWDMDXF8ZEO9A055B","A3O7X46E3REM7I","Approved","Tue Jun 20 22:11:57 PDT 2017","Tue Jun 20 22:23:08 PDT 2017","Fri Jun 23 22:23:08 PDT 2017","Wed Jun 21 11:47:39 PDT 2017","","","671","100% (112/112)","100% (91/91)","100% (91/91)","200","mirror","<span class='from'>d</span>owse<span class='from'>d</span>","roa<span class='from'>d</span>s","typewriting","wraparoun<span class='from'>d</span>","thun<span class='from'>d</span>erclap","renega<span class='from'>d</span>e<span class='from'>d</span>","transpiring","mirror","<span class='to'>di</span>owse<span class='to'>di</span>","roa<span class='to'>di</span>s","typewriting","wraparoun<span class='to'>di</span>","thun<span class='to'>di</span>erclap","renega<span class='to'>di</span>e<span class='to'>di</span>","transpiring","disk","diisk","(no hint for this problem)","Replace the d with di","diisk","diisk"
"3L1EFR8WWT5XSLTK5DI3I8EI8PZ9FL","3GC398RH52ZDQLAOH5AE4QZTJ55PK2","Guess a rule for transforming words","Given a list of words and their transformations, guess the underlying rule.","text, puzzle","$0.10","Tue Jun 20 20:23:18 PDT 2017","1","BatchId:2843440;OriginalHitTemplateId:920937305;","3600","259200","Tue Jun 27 20:23:18 PDT 2017","","","3H0W84IWBK2DDRN4UL3LFUPXELLRE9","ARJ0E51KXRFOC","Approved","Tue Jun 20 21:24:14 PDT 2017","Tue Jun 20 21:24:29 PDT 2017","Fri Jun 23 21:24:29 PDT 2017","Wed Jun 21 11:48:02 PDT 2017","","","15","100% (113/113)","100% (57/57)","100% (57/57)","600","glum","i<span class='from'>n</span>excusable","guardia<span class='from'>n</span>s","equi<span class='from'>n</span>oxes","determi<span class='from'>n</span>a<span class='from'>n</span>t","resurfaces","garla<span class='from'>n</span>d","co<span class='from'>n</span>do<span class='from'>n</span>i<span class='from'>n</span>g","glum","i<span class='to'>m</span>excusable","guardia<span class='to'>m</span>s","equi<span class='to'>m</span>oxes","determi<span class='to'>m</span>a<span class='to'>m</span>t","resurfaces","garla<span class='to'>m</span>d","co<span class='to'>m</span>do<span class='to'>m</span>i<span class='to'>m</span>g","heinousness","heimousmess","(no hint for this problem)","Change every ""N"" to a ""M""","heimousmess","heimousmess"
"3SMIWMMK615XNZ3ITDNUISNWGDYUWU","3GC398RH52ZDQLAOH5AE4QZTJ55PK2","Guess a rule for transforming words","Given a list of words and their transformations, guess the underlying rule.","text, puzzle","$0.10","Tue Jun 20 20:23:34 PDT 2017","1","BatchId:2843440;OriginalHitTemplateId:920937305;","3600","259200","Tue Jun 27 20:23:34 PDT 2017","","","3UNH76FOCS5KMGR3PEJY0YN3QAXMY1","A3OOD9IMOHPPFQ","Approved","Tue Jun 20 22:47:39 PDT 2017","Tue Jun 20 22:49:16 PDT 2017","Fri Jun 23 22:49:16 PDT 2017","Wed Jun 21 11:48:00 PDT 2017","","","97","100% (16/16)","100% (16/16)","100% (16/16)","401","o<span class='from'>pu</span>s","b<span class='from'>la</span><span class='from'>me</span>","ad<span class='from'>vo</span><span class='from'>ca</span><span class='from'>te</span>d","o<span class='from'>pe</span><span class='from'>ra</span><span class='from'>ti</span>c","<span class='from'>re</span>al<span class='from'>lo</span><span class='from'>ca</span><span class='from'>ti</span>ng","<span class='from'>he</span><span class='from'>li</span><span class='from'>xe</span>s","<span class='from'>le</span>ec<span class='from'>hi</span>ng","imp<span class='from'>re</span>s<span class='from'>si</span>ng","o<span class='to'>ppu</span>s","b<span class='to'>pla</span><span class='to'>pme</span>","ad<span class='to'>pvo</span><span class='to'>pca</span><span class='to'>pte</span>d","o<span class='to'>ppe</span><span class='to'>pra</span><span class='to'>pti</span>c","<span class='to'>pre</span>al<span class='to'>plo</span><span class='to'>pca</span><span class='to'>pti</span>ng","<span class='to'>phe</span><span class='to'>pli</span><span class='to'>pxe</span>s","<span class='to'>ple</span>ec<span class='to'>phi</span>ng","imp<span class='to'>pre</span>s<span class='to'>psi</span>ng","winsome","pwinpsopme","look at <b>vowels</b>","insert a p before each consonant vowel pair","pwinpsopme","pwinpsopme"
"3SSN80MU8COY933W94FEEOS5NO6XKT","3GC398RH52ZDQLAOH5AE4QZTJ55PK2","Guess a rule for transforming words","Given a list of words and their transformations, guess the underlying rule.","text, puzzle","$0.10","Tue Jun 20 20:23:36 PDT 2017","1","BatchId:2843440;OriginalHitTemplateId:920937305;","3600","259200","Tue Jun 27 20:23:36 PDT 2017","","","3EWIJTFFVO7PDX3508K6VYOA5VLE0X","A2H5YEOMOPC9G0","Approved","Tue Jun 20 21:19:32 PDT 2017","Tue Jun 20 21:20:00 PDT 2017","Fri Jun 23 21:20:00 PDT 2017","Wed Jun 21 11:47:39 PDT 2017","","","28","100% (10/10)","100% (10/10)","100% (10/10)","0","demarcat<span class='from'>e</span>","roistere<span class='from'>r</span>","reindeer<span class='from'>s</span>","nonessentia<span class='from'>l</span>","cliffhanger<span class='from'>s</span>","thoroughfare<span class='from'>s</span>","conjugation<span class='from'>s</span>","grea<span class='from'>t</span>","demarcat<span class='to'>ew</span>","roistere<span class='to'>rw</span>","reindeer<span class='to'>sw</span>","nonessentia<span class='to'>lw</span>","cliffhanger<span class='to'>sw</span>","thoroughfare<span class='to'>sw</span>","conjugation<span class='to'>sw</span>","grea<span class='to'>tw</span>","theories","theoriesw","look at the <b>end</b> of the word","Add a ""w"" to the end of the word.","theoriesw","theoriesw"
"34R0BODSP1ZMLKRC7CLGOAOGAS15E8","3GC398RH52ZDQLAOH5AE4QZTJ55PK2","Guess a rule for transforming words","Given a list of words and their transformations, guess the underlying rule.","text, puzzle","$0.10","Tue Jun 20 20:23:34 PDT 2017","1","BatchId:2843440;OriginalHitTemplateId:920937305;","3600","259200","Tue Jun 27 20:23:34 PDT 2017","","","3A1PQ49WVHH14WFPMSWCU64X23I1H2","A4T1X0PO5N1G9","Approved","Tue Jun 20 20:32:18 PDT 2017","Tue Jun 20 20:32:51 PDT 2017","Fri Jun 23 20:32:51 PDT 2017","Wed Jun 21 11:48:00 PDT 2017","","","33","100% (12/12)","100% (12/12)","100% (12/12)","402","casse<span class='from'>r</span>oles","odo<span class='from'>r</span>ous","yahoo","jaunts","<span class='from'>r</span>ulings","c<span class='from'>r</span>umpets","t<span class='from'>r</span>ansve<span class='from'>r</span>ses","conf<span class='from'>r</span>onted","casse<span class='to'>rq</span>oles","odo<span class='to'>rq</span>ous","yahoo","jaunts","<span class='to'>rq</span>ulings","c<span class='to'>rq</span>umpets","t<span class='to'>rq</span>ansve<span class='to'>rq</span>ses","conf<span class='to'>rq</span>onted","angstroms","angstrqoms","(no hint for this problem)","ADD Q AFTER TR","angstrqoms","angstrqoms"
"3126F2F5F83QEU9VRRUUMGTX1S1PED","3GC398RH52ZDQLAOH5AE4QZTJ55PK2","Guess a rule for transforming words","Given a list of words and their transformations, guess the underlying rule.","text, puzzle","$0.10","Tue Jun 20 20:23:18 PDT 2017","1","BatchId:2843440;OriginalHitTemplateId:920937305;","3600","259200","Tue Jun 27 20:23:18 PDT 2017","","","3OS46CRSLFZ1TJB6XNPX43MNIT8V6J","A2MKXI4KCRRI7Y","Approved","Tue Jun 20 20:35:59 PDT 2017","Tue Jun 20 20:38:34 PDT 2017","Fri Jun 23 20:38:34 PDT 2017","Wed Jun 21 11:47:22 PDT 2017","","","155","100% (211/211)","100% (59/59)","100% (11/11)","601","eng<span class='from'>ra</span><span class='from'>vi</span>ng","<span class='from'>si</span>zz<span class='from'>le</span>s","<span class='from'>po</span>nds","ob<span class='from'>so</span><span class='from'>le</span><span class='from'>te</span>","<span class='from'>co</span>as<span class='from'>ti</span>ng","c<span class='from'>ro</span>p<span class='from'>pe</span>d","<span class='from'>jo</span>t","s<span class='from'>me</span>l<span class='from'>ti</span>ng","eng<span class='to'>u</span><span class='to'>u</span>ng","<span class='to'>u</span>zz<span class='to'>u</span>s","<span class='to'>u</span>nds","ob<span class='to'>u</span><span class='to'>u</span><span class='to'>u</span>","<span class='to'>u</span>as<span class='to'>u</span>ng","c<span class='to'>u</span>p<span class='to'>u</span>d","<span class='to'>u</span>t","s<span class='to'>u</span>l<span class='to'>u</span>ng","gimmicks","umucks","look at <b>vowels</b></li><li>look at <b>consonants</b>","If a consonant is followed by a vowel, change that consonant-vowel pair to a ""u"".","umucks","umucks"
"3PUOXASB5733X2KK6PCAL0U0KUSZ9Y","3GC398RH52ZDQLAOH5AE4QZTJ55PK2","Guess a rule for transforming words","Given a list of words and their transformations, guess the underlying rule.","text, puzzle","$0.10","Tue Jun 20 20:23:26 PDT 2017","1","BatchId:2843440;OriginalHitTemplateId:920937305;","3600","259200","Tue Jun 27 20:23:26 PDT 2017","","","39RP059MEHTO98YSFM5ESNP2517MBE","A4T1X0PO5N1G9","Approved","Tue Jun 20 20:33:09 PDT 2017","Tue Jun 20 20:33:31 PDT 2017","Fri Jun 23 20:33:31 PDT 2017","Wed Jun 21 11:48:22 PDT 2017","","","22","100% (12/12)","100% (12/12)","100% (12/12)","800","<span class='from'>a</span>nymore","pandemonium","<span class='from'>i</span>mpresses","<span class='from'>o</span>carina","<span class='from'>e</span>xtrude","dactyl","<span class='from'>a</span>bsurd","<span class='from'>a</span>toned","<span class='to'>de</span>nymore","pandemonium","<span class='to'>de</span>mpresses","<span class='to'>de</span>carina","<span class='to'>de</span>xtrude","dactyl","<span class='to'>de</span>bsurd","<span class='to'>de</span>toned","embalmer","dembalmer","look at the <b>beginning</b> of the word</li><li>look at <b>vowels</b>","add d to beginning","dembalmer","dembalmer"
"3LEG2HW4UFNMS18LK43O8L642JPF2Z","3GC398RH52ZDQLAOH5AE4QZTJ55PK2","Guess a rule for transforming words","Given a list of words and their transformations, guess the underlying rule.","text, puzzle","$0.10","Tue Jun 20 20:23:34 PDT 2017","1","BatchId:2843440;OriginalHitTemplateId:920937305;","3600","259200","Tue Jun 27 20:23:34 PDT 2017","","","3NGMS9VZTLI8GFIRY1NXGNWENYNFFI","A2CK0OXMPOR9LE","Approved","Tue Jun 20 20:25:41 PDT 2017","Tue Jun 20 20:28:51 PDT 2017","Fri Jun 23 20:28:51 PDT 2017","Wed Jun 21 11:48:00 PDT 2017","","","190","100% (8/8)","100% (8/8)","100% (8/8)","403","retractable","<span class='from'>o</span>ppression","<span class='from'>o</span>fferings","<span class='from'>u</span>nequaled","<span class='from'>e</span>xtracted","<span class='from'>u</span>rethra","<span class='from'>i</span>nsatiable","<span class='from'>o</span>rbital","retractable","<span class='to'>ix</span>ppression","<span class='to'>ix</span>fferings","<span class='to'>ix</span>nequaled","<span class='to'>ix</span>xtracted","<span class='to'>ix</span>rethra","<span class='to'>ix</span>nsatiable","<span class='to'>ix</span>rbital","bequeathed","bequeathed","look at the <b>beginning</b> of the word</li><li>look at <b>vowels</b>","Replace all beginning vowels with ix","bequeathed","bequeathed"
"3WGCNLZJKF8I5WCTAU8KF2TEY0V1DT","3GC398RH52ZDQLAOH5AE4QZTJ55PK2","Guess a rule for transforming words","Given a list of words and their transformations, guess the underlying rule.","text, puzzle","$0.10","Tue Jun 20 20:23:18 PDT 2017","1","BatchId:2843440;OriginalHitTemplateId:920937305;","3600","259200","Tue Jun 27 20:23:18 PDT 2017","","","3I3WADAZ9Q4AKV2VRSTEH5EFQ55O5Z","A3HIO96PK1JA03","Approved","Tue Jun 20 22:18:43 PDT 2017","Tue Jun 20 22:19:22 PDT 2017","Fri Jun 23 22:19:22 PDT 2017","Wed Jun 21 11:48:02 PDT 2017","","","39","100% (155/155)","100% (155/155)","100% (155/155)","602","emails","effeminate","dragging","alcoholics","manner<span class='from'>ed</span>","<span class='from'>ad</span>opt<span class='from'>ed</span>","pou<span class='from'>nd</span><span class='from'>ed</span>","ma<span class='from'>id</span>enhe<span class='from'>ad</span>","emails","effeminate","dragging","alcoholics","manner<span class='to'>eded</span>","<span class='to'>adad</span>opt<span class='to'>eded</span>","pou<span class='to'>ndnd</span><span class='to'>eded</span>","ma<span class='to'>idid</span>enhe<span class='to'>adad</span>","mainlined","mainlineded","look for <b>repitition</b>","repeated ed","mainlineded","mainlineded"
